iteration,best_fitness,mean_fitness,std_fitness,elapsed_eval,elapsed_update
0,0.6724796306581309,29.270439474408324,15.735081717921869,8.679800001232252e-05,7.820600001195999e-05
1,0.6724796306581309,16.000336830655833,10.76601703832759,8.816900000852002e-05,4.118900000094072e-05
2,0.4166385397743554,15.368895992032485,11.829774597629184,7.942199999888544e-05,2.7130999995961247e-05
3,0.04240659753042039,13.332830008764754,13.331622302392455,8.278999999333791e-05,2.3471999980984037e-05
4,0.03160827218231223,11.537784066477617,10.264894097702733,7.871399998293782e-05,2.184900000656853e-05
5,0.005778074512373644,11.012333230994802,11.448928527805192,7.943800000020929e-05,2.0976999991262346e-05
6,0.005778074512373644,8.406720527161847,10.085404313926153,7.849900001133392e-05,1.9618000010268588e-05
7,0.005778074512373644,8.43950570362946,11.799874627797728,0.00011320999999497872,1.8949000008205985e-05
8,0.005778074512373644,7.315023865042715,9.355814807156651,7.837499998686326e-05,2.2834999981569126e-05
9,0.005778074512373644,6.923771157129357,9.20367675309129,7.829300000139483e-05,1.9860999998400075e-05
10,0.005778074512373644,4.208820600172569,6.277220880147258,8.910799999739538e-05,1.9577000017534374e-05
11,0.005778074512373644,6.084154211484061,8.990885070812517,7.930999998961852e-05,2.3568999978351712e-05
12,0.005778074512373644,3.5948113821041203,5.900041738308823,7.78969999828405e-05,2.2884999992811572e-05
13,0.005778074512373644,4.432605026551722,5.583227427376778,8.241100002237545e-05,2.5696999983892965e-05
14,0.005778074512373644,3.5432715186048656,6.155576068347325,9.120700002540616e-05,3.8600999999971464e-05
15,0.005778074512373644,3.443272696804186,5.476292971075977,7.907400001272435e-05,2.279599999610582e-05
16,0.005778074512373644,2.5071734826137684,4.994913088257159,7.896799999684845e-05,1.9304000005604394e-05
17,0.002246192104055614,1.8806940405296884,3.553005007654361,7.834999999545289e-05,1.9349000012880424e-05
18,0.0007930548451572427,2.1190532222518694,3.9506248140838687,7.842700000537661e-05,2.0992999992586192e-05
19,0.0007930548451572427,2.0699774003439475,4.755721939311899,7.862800001134929e-05,1.886599997646954e-05
20,0.0007930548451572427,1.4775557319546804,4.737288066966093,7.948600000418082e-05,1.988799999708135e-05
21,0.0007930548451572427,0.6317429363472452,0.8946595516748533,7.948199998963901e-05,1.9425999994382437e-05
22,0.0007930548451572427,0.6116566871319876,1.5089488061685055,8.242300000915748e-05,3.718199999980243e-05
23,0.00015269629729121212,0.3597268189781933,0.3989864147821594,7.915300000149728e-05,1.9939999987172996e-05
24,0.00015269629729121212,0.5706650915724466,0.9778509717933237,7.88440000007995e-05,1.8584000002874745e-05
25,0.00015269629729121212,0.5718940678559234,1.0557485575027368,7.868500000540735e-05,1.8838000016785372e-05
26,0.00015269629729121212,0.6061012287816827,1.6382510240449972,7.823599997891506e-05,2.0387000006394373e-05
27,9.849848004273837e-05,0.6889950495869829,1.7420933822186444,7.739299999798277e-05,1.9317000010232732e-05
28,9.849848004273837e-05,0.2768612565595702,0.5076463997410539,7.819200001790705e-05,1.8068000002813278e-05
29,9.849848004273837e-05,0.2718687683488207,0.6644957952700841,9.941599998342099e-05,1.8291999992925412e-05
30,9.849848004273837e-05,0.3660392105664607,1.0335807134901165,7.937899999888032e-05,2.2548999993432517e-05
31,9.849848004273837e-05,0.15149785107527217,0.23906158852634352,7.852100000604878e-05,1.9245999993700025e-05
32,6.900738274622698e-05,0.29087665237785176,0.9125105732037672,7.815899999741305e-05,1.7954999975700048e-05
33,6.900738274622698e-05,0.12130462998933432,0.26826225993837227,7.759299998610913e-05,1.7829999990226497e-05
34,6.900738274622698e-05,0.11892754047269517,0.45246319546648106,7.7577000013207e-05,1.723400001196751e-05
35,3.968966442899662e-05,0.0769734080212774,0.16684826333996108,7.868100001928724e-05,1.7466999992166166e-05
36,1.736702398132029e-05,0.1154182312348737,0.31115705212008593,7.79669999815269e-05,1.756599999680475e-05
