benchmark,strategy,seed,w,c1,c2,n_particles,n_iterations,best_fitness,total_time,stop_reason
rastrigin_d10,V0_sequential,99,0.9,1.0,2.0,30,300,66.90558005308505,0.01864964199995711,stagnation
rastrigin_d10,V0_sequential,314,0.9,1.0,2.0,30,300,98.39898733851454,0.008298202999981186,stagnation
rastrigin_d10,V0_sequential,42,0.9,1.49618,1.0,30,300,71.52683781337115,0.009806398000023364,stagnation
rastrigin_d10,V0_sequential,123,0.9,1.49618,1.0,30,300,48.86133732662045,0.017246069000009356,stagnation
rastrigin_d10,V0_sequential,7,0.9,1.49618,1.0,30,300,63.81022757502188,0.023755209999990257,stagnation
rastrigin_d10,V0_sequential,99,0.9,1.49618,1.0,30,300,61.566660212969396,0.014763499000025604,stagnation
rastrigin_d10,V0_sequential,314,0.9,1.49618,1.0,30,300,65.85360525229126,0.01603983400002562,stagnation
rastrigin_d10,V0_sequential,42,0.9,1.49618,1.49618,30,300,61.65582627884679,0.019138247000000774,stagnation
rastrigin_d10,V0_sequential,123,0.9,1.49618,1.49618,30,300,25.902494715234127,0.04249464800000169,max_iterations
rastrigin_d10,V0_sequential,7,0.9,1.49618,1.49618,30,300,45.61923038194775,0.04217795300002081,max_iterations
rastrigin_d10,V0_sequential,99,0.9,1.49618,1.49618,30,300,67.49388516444252,0.01951336399997672,stagnation
rastrigin_d10,V0_sequential,314,0.9,1.49618,1.49618,30,300,86.68301915429026,0.010738516999992953,stagnation
rastrigin_d10,V0_sequential,42,0.9,1.49618,2.0,30,300,66.73093396775114,0.018577965000019958,stagnation
rastrigin_d10,V0_sequential,123,0.9,1.49618,2.0,30,300,71.49243001905008,0.01557409499997675,stagnation
rastrigin_d10,V0_sequential,7,0.9,1.49618,2.0,30,300,111.05519493664784,0.009136799999964751,stagnation
rastrigin_d10,V0_sequential,99,0.9,1.49618,2.0,30,300,65.20670576476118,0.020920966999995017,stagnation
rastrigin_d10,V0_sequential,314,0.9,1.49618,2.0,30,300,113.80050394874208,0.008050153999988652,stagnation
rastrigin_d10,V0_sequential,42,0.9,2.0,1.0,30,300,57.709574678852476,0.016687987000011617,stagnation
rastrigin_d10,V0_sequential,123,0.9,2.0,1.0,30,300,59.046964508087676,0.01712379600002123,stagnation
rastrigin_d10,V0_sequential,7,0.9,2.0,1.0,30,300,66.2393491274811,0.01160766399999602,stagnation
rastrigin_d10,V0_sequential,99,0.9,2.0,1.0,30,300,53.08425399721325,0.015194997000037347,stagnation
rastrigin_d10,V0_sequential,314,0.9,2.0,1.0,30,300,73.63577897827295,0.008613504000038574,stagnation
rastrigin_d10,V0_sequential,42,0.9,2.0,1.49618,30,300,60.99797535952001,0.012716737000005196,stagnation
rastrigin_d10,V0_sequential,123,0.9,2.0,1.49618,30,300,73.06752763125874,0.008616874999972879,stagnation
rastrigin_d10,V0_sequential,7,0.9,2.0,1.49618,30,300,63.9891373453675,0.01730651000002581,stagnation
rastrigin_d10,V0_sequential,99,0.9,2.0,1.49618,30,300,62.19764479493139,0.01654508500001839,stagnation
rastrigin_d10,V0_sequential,314,0.9,2.0,1.49618,30,300,83.76918953973961,0.013394500999993397,stagnation
rastrigin_d10,V0_sequential,42,0.9,2.0,2.0,30,300,79.90952131532626,0.010658885999987433,stagnation
rastrigin_d10,V0_sequential,123,0.9,2.0,2.0,30,300,83.78003757563246,0.02333644199995888,stagnation
rastrigin_d10,V0_sequential,7,0.9,2.0,2.0,30,300,75.43977745868408,0.022996439999985796,stagnation
rastrigin_d10,V0_sequential,99,0.9,2.0,2.0,30,300,78.38905975787915,0.010416316000032566,stagnation
rastrigin_d10,V0_sequential,314,0.9,2.0,2.0,30,300,106.77072541253601,0.010432461000050353,stagnation
ackley_d30,V0_sequential,42,0.4,1.0,1.0,30,300,5.4835018305057766,0.05430708699998377,max_iterations
ackley_d30,V0_sequential,123,0.4,1.0,1.0,30,300,4.660178324324384,0.04810536300004742,stagnation
ackley_d30,V0_sequential,7,0.4,1.0,1.0,30,300,5.864093524278605,0.04704403099998444,stagnation
ackley_d30,V0_sequential,99,0.4,1.0,1.0,30,300,4.97136330581791,0.0454765800000132,stagnation
ackley_d30,V0_sequential,314,0.4,1.0,1.0,30,300,5.433309528309742,0.048238460000050054,stagnation
ackley_d30,V0_sequential,42,0.4,1.0,1.49618,30,300,3.77610099830849,0.053329953000002206,max_iterations
ackley_d30,V0_sequential,123,0.4,1.0,1.49618,30,300,5.71185026359424,0.05430421699998078,max_iterations
ackley_d30,V0_sequential,7,0.4,1.0,1.49618,30,300,5.0324920348741,0.054882219999967674,max_iterations
ackley_d30,V0_sequential,99,0.4,1.0,1.49618,30,300,4.480154958751509,0.04532814699996379,stagnation
ackley_d30,V0_sequential,314,0.4,1.0,1.49618,30,300,5.27983358893632,0.05403120199997602,max_iterations
ackley_d30,V0_sequential,42,0.4,1.0,2.0,30,300,3.1916835293310695,0.054359708999982104,max_iterations
ackley_d30,V0_sequential,123,0.4,1.0,2.0,30,300,4.639241137612668,0.0531528849999745,max_iterations
ackley_d30,V0_sequential,7,0.4,1.0,2.0,30,300,4.081073058603565,0.053441700000007586,max_iterations
ackley_d30,V0_sequential,99,0.4,1.0,2.0,30,300,5.73953700910873,0.05300337200003469,max_iterations
ackley_d30,V0_sequential,314,0.4,1.0,2.0,30,300,5.319497439516539,0.05414541499999359,max_iterations
ackley_d30,V0_sequential,42,0.4,1.49618,1.0,30,300,4.525840772490071,0.05268823500000508,stagnation
ackley_d30,V0_sequential,123,0.4,1.49618,1.0,30,300,4.805009253980035,0.04972601500003293,stagnation
ackley_d30,V0_sequential,7,0.4,1.49618,1.0,30,300,4.7324981759335145,0.044783166000001984,stagnation
ackley_d30,V0_sequential,99,0.4,1.49618,1.0,30,300,3.9295971872967432,0.047637843000018165,stagnation
ackley_d30,V0_sequential,314,0.4,1.49618,1.0,30,300,4.701120027271038,0.05340701900001932,max_iterations
ackley_d30,V0_sequential,42,0.4,1.49618,1.49618,30,300,3.281045663053263,0.04309815199997047,stagnation
ackley_d30,V0_sequential,123,0.4,1.49618,1.49618,30,300,3.4959223655472127,0.04576277600000367,stagnation
ackley_d30,V0_sequential,7,0.4,1.49618,1.49618,30,300,3.9454378188192156,0.054196005999983754,max_iterations
ackley_d30,V0_sequential,99,0.4,1.49618,1.49618,30,300,3.609788011678241,0.05351474200000439,max_iterations
ackley_d30,V0_sequential,314,0.4,1.49618,1.49618,30,300,4.402498087177463,0.054859268999962296,max_iterations
ackley_d30,V0_sequential,42,0.4,1.49618,2.0,30,300,2.5166568940625287,0.054038791999971636,max_iterations
ackley_d30,V0_sequential,123,0.4,1.49618,2.0,30,300,4.669968553401482,0.053358032999994975,max_iterations
ackley_d30,V0_sequential,7,0.4,1.49618,2.0,30,300,2.9582196265700564,0.05440508000003774,max_iterations
ackley_d30,V0_sequential,99,0.4,1.49618,2.0,30,300,4.224135160938133,0.0538530489999971,max_iterations
ackley_d30,V0_sequential,314,0.4,1.49618,2.0,30,300,2.815955666538511,0.05393755099998998,max_iterations
ackley_d30,V0_sequential,42,0.4,2.0,1.0,30,300,4.996850524610814,0.05146119099998714,stagnation
ackley_d30,V0_sequential,123,0.4,2.0,1.0,30,300,3.6787201786874815,0.0524441500000421,stagnation
ackley_d30,V0_sequential,7,0.4,2.0,1.0,30,300,4.0681434231467755,0.05384448899997096,max_iterations
ackley_d30,V0_sequential,99,0.4,2.0,1.0,30,300,4.180142470400565,0.05411522399998603,max_iterations
ackley_d30,V0_sequential,314,0.4,2.0,1.0,30,300,4.610314458458845,0.05352576199999248,max_iterations
ackley_d30,V0_sequential,42,0.4,2.0,1.49618,30,300,2.304218744471204,0.053725686000007045,max_iterations
ackley_d30,V0_sequential,123,0.4,2.0,1.49618,30,300,2.5834485497449973,0.053174545000047146,max_iterations
ackley_d30,V0_sequential,7,0.4,2.0,1.49618,30,300,3.737669159117918,0.0533133879999923,stagnation
ackley_d30,V0_sequential,99,0.4,2.0,1.49618,30,300,3.3884257121085715,0.0538843090000114,max_iterations
ackley_d30,V0_sequential,314,0.4,2.0,1.49618,30,300,3.2567798365889797,0.05420011600000407,max_iterations
ackley_d30,V0_sequential,42,0.4,2.0,2.0,30,300,1.9009477827156513,0.05451808199995867,max_iterations
ackley_d30,V0_sequential,123,0.4,2.0,2.0,30,300,1.7795313255873464,0.05481837899998254,max_iterations
ackley_d30,V0_sequential,7,0.4,2.0,2.0,30,300,1.155193030034376,0.05422849600000745,max_iterations
ackley_d30,V0_sequential,99,0.4,2.0,2.0,30,300,4.135017096867596,0.05468051500002957,max_iterations
ackley_d30,V0_sequential,314,0.4,2.0,2.0,30,300,1.1564448432260446,0.053669425000009596,max_iterations
ackley_d30,V0_sequential,42,0.7298,1.0,1.0,30,300,3.8882738108267003,0.054551881999998386,max_iterations
ackley_d30,V0_sequential,123,0.7298,1.0,1.0,30,300,4.217670591694471,0.05401373199998716,max_iterations
ackley_d30,V0_sequential,7,0.7298,1.0,1.0,30,300,3.5599930463920555,0.05397414200001549,max_iterations
ackley_d30,V0_sequential,99,0.7298,1.0,1.0,30,300,4.3690642006503495,0.054247217000011005,max_iterations
ackley_d30,V0_sequential,314,0.7298,1.0,1.0,30,300,5.078843265146297,0.053680925000037405,max_iterations
ackley_d30,V0_sequential,42,0.7298,1.0,1.49618,30,300,5.174673937610287,0.053791326999999,max_iterations
ackley_d30,V0_sequential,123,0.7298,1.0,1.49618,30,300,2.0121923556252033,0.05411769399995592,max_iterations
ackley_d30,V0_sequential,7,0.7298,1.0,1.49618,30,300,4.061454273285513,0.05431779899998901,max_iterations
ackley_d30,V0_sequential,99,0.7298,1.0,1.49618,30,300,4.646700015997826,0.056352258000003985,max_iterations
ackley_d30,V0_sequential,314,0.7298,1.0,1.49618,30,300,4.267186341398151,0.05449087200003078,max_iterations
ackley_d30,V0_sequential,42,0.7298,1.0,2.0,30,300,1.5110445272251813,0.05044480899999826,max_iterations
ackley_d30,V0_sequential,123,0.7298,1.0,2.0,30,300,4.0226290247764815,0.05078229700001202,max_iterations
ackley_d30,V0_sequential,7,0.7298,1.0,2.0,30,300,3.9412591381937543,0.05038232199996173,max_iterations
ackley_d30,V0_sequential,99,0.7298,1.0,2.0,30,300,1.0619570582205111,0.050070563000019774,max_iterations
ackley_d30,V0_sequential,314,0.7298,1.0,2.0,30,300,0.8008839815592173,0.05094573000002356,max_iterations
ackley_d30,V0_sequential,42,0.7298,1.49618,1.0,30,300,3.2392073469389158,0.05025026399999888,max_iterations
ackley_d30,V0_sequential,123,0.7298,1.49618,1.0,30,300,3.7858757594343264,0.05108371199997919,max_iterations
ackley_d30,V0_sequential,7,0.7298,1.49618,1.0,30,300,2.8509020923499304,0.05019870900002843,max_iterations
ackley_d30,V0_sequential,99,0.7298,1.49618,1.0,30,300,4.816763894773036,0.04951583499996559,max_iterations
ackley_d30,V0_sequential,314,0.7298,1.49618,1.0,30,300,3.6336725492719,0.050682842000014716,max_iterations
ackley_d30,V0_sequential,42,0.7298,1.49618,1.49618,30,300,2.014420216786981,0.050408512999979393,max_iterations
ackley_d30,V0_sequential,123,0.7298,1.49618,1.49618,30,300,1.3444892287745742,0.049386248999951476,max_iterations
ackley_d30,V0_sequential,7,0.7298,1.49618,1.49618,30,300,1.507586041560899,0.04958715899999788,max_iterations
ackley_d30,V0_sequential,99,0.7298,1.49618,1.49618,30,300,0.03754543691185619,0.051601122000022315,max_iterations
ackley_d30,V0_sequential,314,0.7298,1.49618,1.49618,30,300,2.4965403807070925,0.05158286000005319,max_iterations
ackley_d30,V0_sequential,42,0.7298,1.49618,2.0,30,300,1.879665446660074,0.05253215599998384,max_iterations
ackley_d30,V0_sequential,123,0.7298,1.49618,2.0,30,300,2.7453624480408476,0.05250630200004025,max_iterations
ackley_d30,V0_sequential,7,0.7298,1.49618,2.0,30,300,4.226414778508463,0.051179300999990573,max_iterations
ackley_d30,V0_sequential,99,0.7298,1.49618,2.0,30,300,2.962808108986288,0.051482496999994964,max_iterations
ackley_d30,V0_sequential,314,0.7298,1.49618,2.0,30,300,2.781954572529131,0.05116566499998498,max_iterations
ackley_d30,V0_sequential,42,0.7298,2.0,1.0,30,300,2.4950062158310264,0.04948549900001353,max_iterations
ackley_d30,V0_sequential,123,0.7298,2.0,1.0,30,300,1.5030984115510901,0.05111447999996699,max_iterations
ackley_d30,V0_sequential,7,0.7298,2.0,1.0,30,300,1.3404258421277118,0.0505386850000491,max_iterations
ackley_d30,V0_sequential,99,0.7298,2.0,1.0,30,300,1.3404864151758358,0.04942334100002199,max_iterations
ackley_d30,V0_sequential,314,0.7298,2.0,1.0,30,300,1.9009226318852694,0.05217425800003639,max_iterations
ackley_d30,V0_sequential,42,0.7298,2.0,1.49618,30,300,0.3465385263168348,0.05444407200002388,max_iterations
ackley_d30,V0_sequential,123,0.7298,2.0,1.49618,30,300,1.1827051858736657,0.05121694799998977,max_iterations
ackley_d30,V0_sequential,7,0.7298,2.0,1.49618,30,300,4.1624263294681825,0.05164937400002145,max_iterations
ackley_d30,V0_sequential,99,0.7298,2.0,1.49618,30,300,1.0100426715774415,0.05132163500002207,max_iterations
ackley_d30,V0_sequential,314,0.7298,2.0,1.49618,30,300,1.639489734259414,0.05059101799997734,max_iterations
ackley_d30,V0_sequential,42,0.7298,2.0,2.0,30,300,4.830550476765442,0.05150855599998749,max_iterations
ackley_d30,V0_sequential,123,0.7298,2.0,2.0,30,300,6.65040164294021,0.028972144000022126,stagnation
ackley_d30,V0_sequential,7,0.7298,2.0,2.0,30,300,4.513268981588045,0.0462492170000246,stagnation
ackley_d30,V0_sequential,99,0.7298,2.0,2.0,30,300,5.379868232440721,0.0506311639999808,max_iterations
ackley_d30,V0_sequential,314,0.7298,2.0,2.0,30,300,4.770592541717171,0.050781105000055504,max_iterations
ackley_d30,V0_sequential,42,0.9,1.0,1.0,30,300,2.9134431211331138,0.05102702900001077,max_iterations
ackley_d30,V0_sequential,123,0.9,1.0,1.0,30,300,5.681910605731929,0.050359238999988065,max_iterations
ackley_d30,V0_sequential,7,0.9,1.0,1.0,30,300,2.5194663599337876,0.05231313600000931,max_iterations
ackley_d30,V0_sequential,99,0.9,1.0,1.0,30,300,2.041075694584301,0.050339480999980424,max_iterations
ackley_d30,V0_sequential,314,0.9,1.0,1.0,30,300,1.9451443643131516,0.050769842000022436,max_iterations
ackley_d30,V0_sequential,42,0.9,1.0,1.49618,30,300,5.34628314507674,0.03514170899995861,stagnation
ackley_d30,V0_sequential,123,0.9,1.0,1.49618,30,300,6.902586363005135,0.04772428699999409,stagnation
ackley_d30,V0_sequential,7,0.9,1.0,1.49618,30,300,5.512544667517929,0.05083035299998073,max_iterations
ackley_d30,V0_sequential,99,0.9,1.0,1.49618,30,300,4.981478469273977,0.05042934599998716,max_iterations
ackley_d30,V0_sequential,314,0.9,1.0,1.49618,30,300,5.586983201114773,0.051483142999984466,max_iterations
ackley_d30,V0_sequential,42,0.9,1.0,2.0,30,300,8.056067845929848,0.028824826999994002,stagnation
ackley_d30,V0_sequential,123,0.9,1.0,2.0,30,300,8.505962098451603,0.017274807000035253,stagnation
ackley_d30,V0_sequential,7,0.9,1.0,2.0,30,300,7.683984283651332,0.0167483650000122,stagnation
ackley_d30,V0_sequential,99,0.9,1.0,2.0,30,300,8.698866146271754,0.010441438999976071,stagnation
ackley_d30,V0_sequential,314,0.9,1.0,2.0,30,300,8.73061675053909,0.019240852999985236,stagnation
ackley_d30,V0_sequential,42,0.9,1.49618,1.0,30,300,3.3229854856342453,0.051834858000006534,max_iterations
ackley_d30,V0_sequential,123,0.9,1.49618,1.0,30,300,5.486068478056499,0.02398639699998739,stagnation
ackley_d30,V0_sequential,7,0.9,1.49618,1.0,30,300,6.359408987043313,0.03915477199996076,stagnation
ackley_d30,V0_sequential,99,0.9,1.49618,1.0,30,300,3.9835373618905305,0.040081557000007706,stagnation
ackley_d30,V0_sequential,314,0.9,1.49618,1.0,30,300,6.467676285908613,0.03224098900000172,stagnation
ackley_d30,V0_sequential,42,0.9,1.49618,1.49618,30,300,7.505199027020094,0.012692578999974558,stagnation
ackley_d30,V0_sequential,123,0.9,1.49618,1.49618,30,300,8.455634331685486,0.021050933999958943,stagnation
ackley_d30,V0_sequential,7,0.9,1.49618,1.49618,30,300,7.852369625862419,0.016874860000029912,stagnation
ackley_d30,V0_sequential,99,0.9,1.49618,1.49618,30,300,6.788891024095809,0.042302204999998594,stagnation
ackley_d30,V0_sequential,314,0.9,1.49618,1.49618,30,300,8.03244563598025,0.014407587999983207,stagnation
ackley_d30,V0_sequential,42,0.9,1.49618,2.0,30,300,8.689337083900538,0.008624401000020043,stagnation
ackley_d30,V0_sequential,123,0.9,1.49618,2.0,30,300,8.914037908851126,0.019297628000003897,stagnation
ackley_d30,V0_sequential,7,0.9,1.49618,2.0,30,300,7.8129600569111,0.026188703000002533,stagnation
ackley_d30,V0_sequential,99,0.9,1.49618,2.0,30,300,8.580329903014684,0.012333805999958258,stagnation
ackley_d30,V0_sequential,314,0.9,1.49618,2.0,30,300,9.234023523861318,0.010391951000030986,stagnation
ackley_d30,V0_sequential,42,0.9,2.0,1.0,30,300,6.5010140523466795,0.025700944999982767,stagnation
ackley_d30,V0_sequential,123,0.9,2.0,1.0,30,300,7.466317593621431,0.02398567600005208,stagnation
ackley_d30,V0_sequential,7,0.9,2.0,1.0,30,300,6.953094530702893,0.02214299199999914,stagnation
ackley_d30,V0_sequential,99,0.9,2.0,1.0,30,300,6.379159199567134,0.0365523319999852,stagnation
ackley_d30,V0_sequential,314,0.9,2.0,1.0,30,300,6.394713523773817,0.020931229999973766,stagnation
ackley_d30,V0_sequential,42,0.9,2.0,1.49618,30,300,8.689337083900538,0.008733287999973527,stagnation
ackley_d30,V0_sequential,123,0.9,2.0,1.49618,30,300,8.775203082560122,0.018058294000013575,stagnation
ackley_d30,V0_sequential,7,0.9,2.0,1.49618,30,300,7.577440800884057,0.030434782999975596,stagnation
ackley_d30,V0_sequential,99,0.9,2.0,1.49618,30,300,8.781629317438219,0.013191775999985111,stagnation
ackley_d30,V0_sequential,314,0.9,2.0,1.49618,30,300,8.361484146517583,0.026106255000001966,stagnation
ackley_d30,V0_sequential,42,0.9,2.0,2.0,30,300,8.689337083900538,0.00847038399996336,stagnation
ackley_d30,V0_sequential,123,0.9,2.0,2.0,30,300,9.300469442199235,0.011260495999977138,stagnation
ackley_d30,V0_sequential,7,0.9,2.0,2.0,30,300,8.527501974516984,0.008659632999979294,stagnation
ackley_d30,V0_sequential,99,0.9,2.0,2.0,30,300,8.81383086048696,0.008517040000015186,stagnation
ackley_d30,V0_sequential,314,0.9,2.0,2.0,30,300,9.220023755011038,0.012487822000025517,stagnation
