iteration,best_fitness,mean_fitness,std_fitness,elapsed_eval,elapsed_update
0,124.72044158900616,216.20712310022756,29.695434033598392,0.00016383099998051875,5.5298999996011844e-05
1,124.72044158900616,197.66231929230645,34.62114527457678,0.00015513400001054833,3.3209999998007333e-05
2,124.72044158900616,191.83630848890004,30.581434585462457,0.00020019899997691937,9.130600000162303e-05
3,103.97454686619385,171.23664987335644,26.789967509921883,0.0001558650000106354,2.9323000006797884e-05
4,103.97454686619385,168.22665918082828,24.039674756406235,0.00017216300000200135,3.520799998568691e-05
5,103.97454686619385,166.36182160786876,32.03558563405741,0.00015341799999646355,2.5481999983867354e-05
6,78.09325567732449,162.4452136511098,34.48264472157957,0.00017301100001532177,2.2927000003392095e-05
7,78.09325567732449,170.40991850896523,34.388580393116385,0.00015766800001415504,3.514200000154233e-05
8,78.09325567732449,154.2745714964236,36.551943520228484,0.0001538249999839536,2.5629999981902074e-05
9,78.09325567732449,148.60533754868078,21.619914027004175,0.00015124499998364627,2.4261000021397194e-05
10,78.09325567732449,154.41642303764968,28.533805929522774,0.00016321999999036052,2.4485000011509328e-05
11,71.87836075878529,142.97126062614313,28.029095138680564,0.0001991170000223974,2.5034999993067686e-05
12,71.87836075878529,145.39942485806586,17.0537281473652,0.00015560299999606286,2.567900000371992e-05
13,71.87836075878529,137.87518981289654,24.26174120528793,0.00021707100000867285,2.3169000002098983e-05
14,71.87836075878529,145.5683860632519,28.930932457480985,0.000206463000012036,4.799799998522758e-05
15,71.87836075878529,138.9644215805341,27.242153314131183,0.00016794900000149937,7.461199999170276e-05
16,71.87836075878529,135.09481579742788,31.596180534151785,0.00017343900000810208,3.830800000059753e-05
17,71.87836075878529,137.43275034481567,24.024491632548852,0.0001630390000002535,4.581899997901928e-05
18,71.87836075878529,128.26747621722743,22.750587170277708,0.00024847399998861874,2.5990000011688608e-05
19,71.87836075878529,129.28418100383107,25.012476129933432,0.00015978900000845897,3.641300000367664e-05
20,71.87836075878529,127.54443733040995,30.07761095908399,0.00015539100002115447,2.4093000007496812e-05
21,71.87836075878529,129.89900782029184,26.927297612744546,0.00015625500000737702,2.123400000186848e-05
22,36.90719562229375,123.5013241646539,30.35191057282065,0.00015323999997463034,2.1956000011869037e-05
23,36.90719562229375,113.2916993455739,29.80375609499235,0.0002248190000102568,2.1970999995346574e-05
24,36.90719562229375,110.60780610503437,26.953146982127596,0.00015411500001505374,2.6504999993903766e-05
25,36.90719562229375,111.37881336947433,29.909293680260628,0.00015625599999680162,2.3416999994196885e-05
26,36.90719562229375,114.79002661069727,26.26232968952549,0.00015415200002166785,2.1916000008559422e-05
27,36.90719562229375,111.98160656473165,26.861461754259608,0.00024220500000637912,2.1977000017159298e-05
28,36.90719562229375,108.53253591201499,28.183546455863485,0.00017397999999957392,2.5582999995776845e-05
29,23.41376285613954,103.01506401545392,27.40572139557167,0.00017248799997560127,3.9863000012019256e-05
30,23.41376285613954,102.3412268251774,27.677190436731202,0.00019915999999398082,2.5996000005079622e-05
31,23.41376285613954,103.56433489542265,28.376374526097443,0.0002302750000069409,3.9523999987522984e-05
32,23.41376285613954,92.8156526245447,25.446885363860947,0.00015678799999818693,3.165499998658561e-05
33,23.41376285613954,101.440737848098,27.264303116757233,0.00015135099999952217,2.4566999996977756e-05
34,23.41376285613954,97.00542088550846,27.647173789007233,0.00020092300002261254,2.1739000004572517e-05
35,23.41376285613954,97.42274617785077,27.407196042149366,0.00021623099999601436,2.7020000004540634e-05
36,23.41376285613954,82.46044767369818,31.28757199912314,0.00015191099998901336,2.716000000191343e-05
37,23.41376285613954,89.69609667340946,23.952588998494175,0.0001536770000143406,2.4166000002878718e-05
38,23.41376285613954,82.49977116886527,31.916132885644096,0.00015123199997901793,2.2599999994099562e-05
39,23.41376285613954,80.89629962855602,29.100389165371393,0.00014959000000658307,2.933999999754633e-05
40,23.41376285613954,77.04673922451585,31.699852082036553,0.0001845210000226416,2.4400000000923683e-05
41,23.41376285613954,83.28627297056777,30.309791216461136,0.00015379999999254323,2.7357999982768888e-05
42,23.41376285613954,73.527090814686,25.454243067220368,0.00015366799999583236,4.3956000013167795e-05
43,23.41376285613954,74.1467354870872,29.515395720246573,0.00015256499997917672,2.31399999961468e-05
44,21.719751398359975,71.29106787507862,31.983034482396032,0.00020996800000716576,2.263600001128907e-05
45,21.08621273837163,73.27730214815091,34.02198808345048,0.0001508709999882285,2.670500001045184e-05
46,21.08621273837163,71.53291580488604,32.88591348722587,0.00018543199999498938,2.3016999989522446e-05
47,21.08621273837163,64.50163038959589,28.809018453437794,0.00015339099999778227,2.3814000002175817e-05
48,20.658463993462718,64.3379148167942,32.53602570223705,0.0001637430000016593,2.256900000929818e-05
49,18.86180026519297,64.639900572316,29.99569418719626,0.00016471999998657338,4.5724000017344224e-05
50,18.86180026519297,63.53414082331973,26.39475924749407,0.00015729199998304466,0.0001298010000141403
51,18.86180026519297,59.17857391748513,30.31697059760412,0.00015422999999259446,2.7270000003909445e-05
52,18.86180026519297,59.503886461819846,30.318786564668866,0.00020106299999156363,6.249700001603742e-05
53,18.69806727924096,53.58142652022193,32.51718669479309,0.00015518099999667356,2.796100000068691e-05
54,17.68038013928745,55.85172208071038,29.601126519487064,0.00015117799998165538,2.4827000004279398e-05
55,16.623645643668922,63.96021206892926,33.058840818006324,0.00015136600001142142,2.3335999998153056e-05
56,16.623645643668922,61.40427062037269,20.469270283982713,0.0001526620000049661,2.2564999994756363e-05
57,16.623645643668922,62.30248356428016,25.446258916422256,0.0002456750000021657,2.222700001652811e-05
58,16.623645643668922,63.90411824178097,27.83670558443579,0.00015384499999981927,3.0385000002297602e-05
59,16.623645643668922,61.830458792502945,27.413731075428217,0.00017026199998326774,2.368500000216045e-05
60,16.623645643668922,55.53147355168597,20.91809694560927,0.00015317000000436565,2.6988000001892942e-05
61,16.623645643668922,53.65085251956247,18.348310792678063,0.00020962599998597398,3.498300000615018e-05
62,16.623645643668922,58.26789251766117,29.361223941100462,0.00016222299998958079,2.6160999993862788e-05
63,16.623645643668922,56.91407175476047,27.606901738977445,0.00015121000001272478,2.4524999986397233e-05
64,14.669746859494992,52.20546640098226,27.74057926869421,0.00015145200001143166,2.2029000007250943e-05
65,14.669746859494992,48.602189663314235,25.02734509803985,0.000160015000005842,2.2597999986828654e-05
66,13.316077731707551,46.29974416637689,20.781049078468175,0.00017672999999263084,4.3214000015723286e-05
67,13.316077731707551,47.0654172415416,24.69844621102686,0.00017103900000847716,2.6598000005151334e-05
68,13.316077731707551,50.14145940340796,21.984159263381983,0.00015138699998828997,2.4684999999635693e-05
69,13.316077731707551,44.71089584383119,23.75675321451991,0.0002155429999959324,2.2268999998686922e-05
70,13.316077731707551,40.229670227609496,22.980866547261073,0.00020539100000860344,2.7461999991373887e-05
71,13.316077731707551,40.573758829673274,18.85095355377362,0.00018843699999138153,4.076900000882233e-05
72,13.316077731707551,40.29761290874599,22.944733912271655,0.0001735209999935705,2.502999998910127e-05
73,13.316077731707551,38.020591231560644,21.113608714313646,0.00016343799998708164,2.5500000020883817e-05
74,13.316077731707551,39.15957104972372,17.592066323444154,0.00021120399998153516,2.5168999997049468e-05
75,13.316077731707551,38.05030740551825,20.90583546606901,0.00018089400001031208,2.6619999999866195e-05
