iteration,best_fitness,mean_fitness,std_fitness,elapsed_eval,elapsed_update
0,4.319262843305168,10.787931510204679,2.3506515150404677,0.00032267699998556054,5.156700001407444e-05
1,3.7118942049463155,9.265776716402407,2.434291864918731,0.00020971500001110144,3.312399999799709e-05
2,3.7118942049463155,9.136814040375755,2.9731647959798018,0.0002187770000148248,2.660399999854235e-05
3,2.4364730409759905,7.226913724443408,3.4822154494274153,0.0002853740000148264,7.725800000457639e-05
4,2.4364730409759905,7.67723770338809,3.1803686899723767,0.0003164020000099299,3.273400000125548e-05
5,1.0734069976429663,7.002643926022005,3.3841801100995244,0.0002633999999943626,3.1417999991845136e-05
6,1.0734069976429663,6.797117151687102,2.900769339524024,0.0002623770000127479,2.7246999991348275e-05
7,0.4283826028341875,6.27153335547549,3.2839661463664402,0.000224651999985781,3.1476000003749505e-05
8,0.4283826028341875,6.037239670284538,2.799448889339299,0.0002018620000114879,2.8173000004017013e-05
9,0.4283826028341875,6.038866190567053,2.9575420558876497,0.00023615799997855902,2.4111999977094456e-05
10,0.4283826028341875,5.138120615156671,2.7772248333323852,0.0003507970000100613,3.1135000000404034e-05
11,0.4283826028341875,4.772002561433363,2.978269591203416,0.0002285909999955038,4.326799998466413e-05
12,0.4283826028341875,4.479753362438824,2.528694539887533,0.0002710969999952795,2.3454000000810993e-05
13,0.3176646326016095,5.12346467972275,2.618279633437891,0.0003162229999986721,3.3357000006617454e-05
14,0.29374753221415206,4.197873543578556,3.159303239336871,0.00028785500001049513,3.2922000002599816e-05
15,0.21120719720750403,4.407150296109908,2.708601563495109,0.00025365000001897897,2.3671000008107512e-05
16,0.1258892748443654,3.7249281579266644,2.5366719013674874,0.00021008199999528188,3.174299999386676e-05
17,0.1258892748443654,3.2537291587412986,2.015103456889212,0.00022655399999393921,3.131899998720655e-05
18,0.1258892748443654,3.444474201218196,2.163067484247131,0.0002764780000177325,2.345900000477741e-05
19,0.05777876652638669,3.317411489938436,2.0163533190570893,0.00022642400000449925,2.407200000220655e-05
20,0.05777876652638669,3.0502425507337354,2.4552940038830156,0.00023423700000080316,3.105799999048031e-05
21,0.05777876652638669,2.5071426950300264,1.7349532219522679,0.00025406000000316453,2.9264000005468915e-05
22,0.03444961089533338,2.374532970589433,1.9664365945455733,0.0002304559999970479,2.693400000453039e-05
23,0.008116669709910429,1.8359533165031294,1.3993637729164503,0.0002957549999962339,3.8474999996651604e-05
24,0.008116669709910429,2.324877327099617,1.639083745674008,0.0002428250000150456,2.350200000478253e-05
25,0.008116669709910429,2.029193998661012,1.7574243685395725,0.00021762700001204394,2.4566999996977756e-05
26,0.008116669709910429,1.9710508624791825,1.2813799942543929,0.000243109000024333,2.2184000016522987e-05
27,0.008116669709910429,1.801170089393569,1.8286199744751512,0.00025804300000231706,3.1132000003708526e-05
28,0.008116669709910429,1.627595955483873,1.3301188709254121,0.0002441359999920678,2.6905000026999915e-05
29,0.008116669709910429,1.5850118172295564,1.4827000705235034,0.00022518999998055733,3.839799998672788e-05
30,0.008116669709910429,1.5997833747109496,1.5249017779149285,0.00022147999999333479,2.3552000016024977e-05
31,0.008116669709910429,1.4017829345861028,1.2275387433333,0.00029689300001223273,3.1601000017644765e-05
32,0.008116669709910429,1.25534731686485,1.3401856527235032,0.00021793900000943722,3.245399997808818e-05
33,0.008116669709910429,1.1081019740067797,1.1227556062007045,0.0002213460000177747,2.5061999991748962e-05
34,0.003944534396805199,0.9178160701431644,0.9792220452359716,0.0002298169999903621,3.212000001440174e-05
35,0.003944534396805199,0.9196677824252298,0.873165565493131,0.00023109999997927844,3.3084000023109184e-05
36,0.003944534396805199,0.7807291804655871,1.0212248841665028,0.0002255999999931646,3.0758999997715364e-05
37,0.003944534396805199,0.7287436164844514,0.7801453138125304,0.00026548900001444053,3.124199997728283e-05
38,0.003944534396805199,0.8341795433556173,1.0456861128144999,0.00017937399999823356,2.7039000002559987e-05
39,0.003944534396805199,0.7205981825413404,0.9659252196782521,0.0002610110000205168,2.028800000175579e-05
40,0.003944534396805199,0.5656440149613354,0.7273631381603366,0.00021599100000457838,2.4206000006188333e-05
41,0.003944534396805199,0.6466233858750466,0.8614192865568905,0.00023434700000279918,2.271500000006199e-05
42,0.003944534396805199,0.47678274996150083,0.7779681172429501,0.00017574500000705484,2.2781000012628283e-05
43,0.003944534396805199,0.5236681005395456,0.6935520714433714,0.00022945399999230176,2.0086999995783117e-05
44,0.003944534396805199,0.3948603790107697,0.40493904972829287,0.00017531899999312373,2.3117000012007338e-05
45,0.003944534396805199,0.3901992977527442,0.5703113741596972,0.00021474799999054994,1.985700001227997e-05
46,0.003944534396805199,0.42874210380561073,0.6840516513105075,0.00017758100000264676,2.236299999935909e-05
47,0.003063716820701945,0.26782272024707593,0.3342654603004578,0.00017624500000579246,1.942200000826233e-05
48,0.003063716820701945,0.3690805444023191,0.6169593065413571,0.00017694600001050276,1.9930000007661874e-05
49,0.003063716820701945,0.40282957598182184,0.592905551049068,0.00020743199999628814,1.8871000008857663e-05
50,0.003063716820701945,0.28208262158049846,0.49429548105406307,0.0001792150000028414,2.2062999988747833e-05
51,0.0022801659346822767,0.253788617380167,0.4105781684246377,0.00017665500001839973,1.9995999991806457e-05
52,0.0022801659346822767,0.2851163018185979,0.41318969940773403,0.00019632999999430467,1.855499999692256e-05
53,0.0010762047467456348,0.1820800309731725,0.27621855046704596,0.000307466999998951,2.3094999988870768e-05
54,0.0008903796216306326,0.2051751879593894,0.3139714274323609,0.0001771720000078858,2.568000002156623e-05
55,0.0008903796216306326,0.22785949446641035,0.3992037679923719,0.00017732599999931153,2.0484999993186648e-05
56,0.0006104226705336835,0.12437465273381175,0.2398731748045919,0.0002149819999885949,1.9660999981852e-05
57,0.0006104226705336835,0.17545696665929017,0.32878136480886405,0.00021542700000054538,2.276200001460893e-05
58,0.00034238441585943136,0.16959496885716988,0.38290564130617133,0.00019839899999851696,2.2025000021130836e-05
59,0.00034238441585943136,0.1543916457099977,0.31911693112485956,0.00021704499999941618,2.220300001454234e-05
60,0.00034238441585943136,0.18201853146253796,0.5726027348889414,0.00017701300001249365,2.1615000008523566e-05
61,0.00034238441585943136,0.17637250423821585,0.3936617722019032,0.00024485699998422206,1.919499999303298e-05
62,0.00034238441585943136,0.10417656946063032,0.23184180341245111,0.00024704000000497217,3.7001999999120017e-05
63,0.00034238441585943136,0.13862777077662328,0.3054502390455958,0.00021605599999929836,3.983400000606707e-05
